strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
EMA_Cross,USDJPY,M5,1763,32.16,-42.08,-66.78,-24.2443,-26.8675,-42.12,0.29,0.0365,0.0629,5791.88
EMA_Cross,XRPUSD,M5,2432,31.54,-99.83,-100.0,-24.4398,-28.1386,-99.83,0.32,0.2571,0.4991,17.13
Parabolic_SAR,GBPCHF,M15,1063,31.89,-47.23,-72.28,-24.5945,-27.1695,-47.2,0.21,0.0473,0.1105,5276.94
Stochastic,AUDUSD,M5,2952,42.01,-58.84,-83.33,-24.7351,-27.2398,-58.88,0.48,0.0642,0.0984,4115.91
MACD,EURGBP,M15,1101,19.44,-49.35,-74.46,-24.8327,-25.5045,-49.32,0.08,0.0253,0.0828,5065.24
Swing_SR,EURJPY,M5,711,18.42,-35.61,-58.87,-24.9567,-26.5193,-35.61,0.06,0.0208,0.0807,6438.91
RSI,EURGBP,M5,730,9.45,-33.75,-56.43,-25.6328,-26.0067,-33.76,0.03,0.0201,0.0643,6625.5
Bollinger,EURGBP,M15,683,19.03,-32.45,-54.49,-25.7129,-26.4052,-32.49,0.11,0.0357,0.0794,6755.0
Bollinger,USDJPY,M5,1884,32.91,-39.88,-64.19,-25.7478,-29.1647,-40.05,0.37,0.0465,0.0631,6011.55
Stochastic,EURCHF,M15,901,28.97,-41.31,-65.68,-26.1261,-27.7734,-41.36,0.13,0.0282,0.0947,5869.47
EMA_Cross,USDCAD,M5,1767,29.82,-42.31,-67.05,-26.2636,-27.6416,-42.29,0.19,0.0231,0.0542,5768.75
EMA_Cross,ETHUSD,M5,2486,29.04,-99.84,-100.0,-26.275,-30.3093,-99.84,0.27,0.2718,0.4745,16.01
MACD,EURCHF,M15,1097,21.97,-49.22,-74.33,-26.3572,-26.3572,-49.19,0.1,0.0277,0.0869,5078.45
Stochastic,EURGBP,M15,863,26.42,-38.96,-62.87,-26.3888,-27.3228,-38.96,0.11,0.0248,0.0867,6104.18
Parabolic_SAR,EURJPY,M15,1090,30.64,-48.47,-73.56,-26.8342,-29.1424,-48.47,0.2,0.0478,0.1087,5153.41
EMA_Cross,NZDJPY,M5,1669,33.43,-63.54,-86.95,-26.8902,-28.1599,-63.53,0.18,0.0366,0.1091,3645.72
RSI,EURCHF,M5,836,11.48,-39.87,-64.18,-27.1822,-27.4001,-39.88,0.05,0.0257,0.072,6012.7
Swing_SR,EURCHF,M5,808,9.16,-38.95,-63.06,-27.3224,-27.7816,-38.86,0.03,0.02,0.0692,6105.18
EMA_Cross,EURUSD,M5,1725,34.38,-40.7,-65.17,-27.5202,-30.5421,-40.72,0.27,0.0322,0.0631,5929.7
EMA_Cross,GBPUSD,M5,1708,34.31,-45.67,-70.8,-27.7239,-29.166,-45.7,0.27,0.0369,0.0737,5432.95
Stochastic,GBPJPY,M15,930,34.19,-51.64,-76.73,-27.8565,-29.5252,-51.61,0.19,0.0512,0.1452,4835.71
EMA_Cross,AUDJPY,M5,1653,32.24,-61.14,-85.15,-28.2049,-29.4442,-61.13,0.21,0.0431,0.1049,3886.03
MACD,USDCHF,M5,2933,35.59,-58.37,-82.94,-28.5201,-28.915,-58.39,0.34,0.0431,0.0703,4163.38
Bollinger,XRPUSD,M5,2682,31.36,-99.87,-100.0,-28.8443,-30.865,-99.87,0.34,0.3459,0.5172,12.82
Bollinger,ETHUSD,M5,2684,28.39,-99.93,-100.0,-28.8743,-31.0835,-99.93,0.25,0.3389,0.5096,7.06
Bollinger,EURUSD,M5,1974,33.79,-41.77,-66.42,-29.1995,-31.8331,-41.95,0.34,0.0405,0.062,5822.98
Swing_SR,GBPJPY,M5,733,13.78,-45.79,-70.93,-29.3213,-31.2123,-45.71,0.04,0.0219,0.1003,5421.0
EMA_Cross,LTCUSD,M5,2520,29.4,-99.9,-100.0,-29.4329,-30.8043,-99.9,0.24,0.2126,0.4744,10.16
MACD,XRPUSD,M5,4097,29.24,-100.0,-100.0,-29.5361,-33.5052,-100.0,0.27,0.2837,0.4849,0.22
Bollinger,GBPUSD,M5,1965,31.09,-49.62,-74.93,-29.6135,-32.993,-49.7,0.3,0.0468,0.0718,5037.68
Parabolic_SAR,GBPJPY,M15,1121,29.26,-58.85,-83.17,-29.663,-33.5676,-58.82,0.17,0.0502,0.1328,4115.14
EMA_Cross,GBPAUD,M5,1795,21.78,-68.13,-90.05,-29.7463,-30.8229,-68.11,0.1,0.0269,0.0889,3187.2
Parabolic_SAR,AUDUSD,M5,3251,35.93,-65.46,-88.3,-30.1595,-31.8553,-65.48,0.41,0.0632,0.0864,3454.04
Swing_SR,EURGBP,M5,852,8.33,-39.01,-63.13,-30.8758,-31.2461,-38.99,0.02,0.0146,0.0646,6099.41
Stochastic,USDJPY,M5,2863,36.99,-55.74,-80.69,-30.9472,-32.4167,-55.81,0.35,0.0386,0.0678,4426.42
MACD,USDJPY,M5,3026,30.27,-59.73,-84.04,-31.4039,-31.9112,-59.72,0.31,0.0385,0.0598,4027.43
Bollinger,USDCAD,M5,1921,28.58,-41.51,-66.11,-31.4419,-33.5255,-41.51,0.25,0.032,0.0519,5849.28
Stochastic,USDCHF,M5,2974,41.69,-58.88,-83.36,-31.4717,-32.4233,-58.89,0.37,0.0417,0.0811,4111.82
EMA_Cross,CADJPY,M5,1749,19.61,-65.37,-88.23,-32.0273,-32.5329,-65.35,0.09,0.025,0.0815,3462.97
EMA_Cross,BTCUSD,M5,2374,23.88,-99.76,-100.0,-32.3172,-33.6043,-99.76,0.14,0.1973,0.3941,24.22
Parabolic_SAR,EURGBP,M15,1109,21.55,-48.27,-73.37,-32.9885,-35.2388,-48.22,0.09,0.0265,0.083,5172.55
EMA_Cross,GBPJPY,M5,1660,10.06,-74.1,-93.45,-33.2807,-33.2807,-74.1,0.03,0.0231,0.0931,2589.64
Parabolic_SAR,USDCHF,M5,3224,36.48,-62.4,-86.11,-33.4488,-36.0338,-62.42,0.34,0.0425,0.0721,3760.15
EMA_Cross,EURAUD,M5,1775,22.7,-65.56,-88.37,-33.576,-34.3235,-65.54,0.11,0.0287,0.0861,3443.51
Parabolic_SAR,EURCHF,M15,1035,25.8,-46.91,-71.93,-33.6521,-34.2093,-46.87,0.11,0.0274,0.0919,5309.36
Bollinger,USDCHF,M5,2012,35.59,-45.91,-71.06,-34.0892,-36.2624,-45.98,0.37,0.0486,0.0742,5408.95
Bollinger,LTCUSD,M5,2678,30.51,-99.86,-100.0,-34.2761,-37.1566,-99.86,0.32,0.29,0.4778,14.19
MACD,ETHUSD,M5,3972,28.8,-100.0,-100.0,-34.3255,-34.7475,-100.0,0.22,0.2835,0.4734,0.37
Parabolic_SAR,XRPUSD,M5,4231,29.8,-100.0,-100.0,-34.9287,-37.6399,-100.0,0.28,0.2865,0.4975,0.13
EMA_Cross,GBPCHF,M5,1801,14.1,-67.22,-89.47,-35.3554,-35.3554,-67.21,0.05,0.0216,0.0756,3278.26
MACD,NZDUSD,M5,2859,34.17,-76.65,-94.69,-35.4252,-35.4252,-76.67,0.25,0.0478,0.1021,2334.97
MACD,EURUSD,M5,2893,33.05,-57.46,-82.18,-35.4602,-37.0821,-57.46,0.27,0.0321,0.06,4254.15
MACD,LTCUSD,M5,4140,28.48,-100.0,-100.0,-35.7085,-36.275,-100.0,0.21,0.2123,0.458,0.15
Bollinger,NZDUSD,M5,1999,32.37,-62.92,-86.49,-36.2492,-36.2492,-62.99,0.29,0.0623,0.1031,3707.99
Bollinger,NZDJPY,M5,2038,24.24,-71.42,-92.02,-37.4506,-38.2879,-71.42,0.19,0.0559,0.099,2857.55
Bollinger,AUDJPY,M5,1951,25.73,-69.15,-90.68,-37.562,-37.562,-69.13,0.24,0.0653,0.1037,3085.33
Parabolic_SAR,USDJPY,M5,3084,33.07,-58.36,-82.93,-37.678,-43.3468,-58.35,0.34,0.0388,0.0617,4164.29
Stochastic,ETHUSD,M5,3636,32.54,-99.99,-100.0,-37.7021,-37.7021,-99.99,0.22,0.2861,0.5388,0.51
EMA_Cross,EURJPY,M5,1709,13.28,-65.38,-88.24,-37.7599,-37.7599,-65.37,0.05,0.0233,0.0751,3461.59
Stochastic,USDCAD,M5,2952,32.72,-57.64,-82.33,-38.4167,-41.2895,-57.68,0.21,0.0231,0.0545,4235.81
Parabolic_SAR,ETHUSD,M5,4027,30.3,-100.0,-100.0,-38.5059,-40.7916,-100.0,0.23,0.2804,0.4943,0.27
EMA_Cross,EURGBP,M5,1884,4.56,-69.43,-90.85,-38.6436,-38.6436,-69.41,0.01,0.0127,0.0665,3057.12
MACD,GBPUSD,M5,3026,30.73,-66.61,-89.07,-38.7872,-38.7872,-66.6,0.24,0.037,0.0688,3339.04
Stochastic,EURUSD,M5,2977,38.29,-58.6,-83.13,-39.1696,-39.1696,-58.6,0.3,0.0318,0.0679,4139.56
Stochastic,NZDUSD,M5,2996,38.32,-78.49,-95.5,-39.2246,-39.2246,-78.49,0.27,0.0475,0.1126,2150.96
Stochastic,XRPUSD,M5,4025,33.17,-100.0,-100.0,-39.4465,-41.1705,-100.0,0.3,0.2859,0.5342,0.25
MACD,BTCUSD,M5,3920,23.24,-100.0,-100.0,-39.5094,-40.1229,-100.0,0.13,0.2095,0.3922,0.49
EMA_Cross,EURCHF,M5,1837,5.82,-67.97,-89.95,-39.5373,-39.5373,-67.96,0.02,0.0149,0.0668,3202.6
MACD,AUDJPY,M5,2967,27.54,-83.51,-97.37,-39.8502,-40.81,-83.51,0.19,0.0427,0.1001,1649.19
Stochastic,LTCUSD,M5,4037,33.89,-100.0,-100.0,-40.2699,-43.3759,-100.0,0.28,0.2249,0.4917,0.41
MACD,EURAUD,M5,3031,20.26,-84.32,-97.62,-40.5981,-41.5389,-84.32,0.1,0.0279,0.0838,1567.9
MACD,NZDJPY,M5,3007,27.37,-84.62,-97.71,-40.648,-40.648,-84.62,0.16,0.0378,0.1001,1538.13
MACD,USDCAD,M5,3061,26.98,-61.29,-85.27,-40.6566,-40.6566,-61.27,0.18,0.0232,0.051,3871.39
Bollinger,BTCUSD,M5,2730,22.97,-99.92,-100.0,-41.69,-41.69,-99.92,0.18,0.2756,0.4195,8.1
Stochastic,AUDJPY,M5,2854,32.17,-83.09,-97.23,-41.8385,-41.8385,-83.08,0.2,0.0435,0.1125,1691.16
Parabolic_SAR,NZDUSD,M5,3194,34.25,-80.52,-96.31,-41.963,-41.963,-80.53,0.24,0.0477,0.1027,1948.06
Parabolic_SAR,GBPUSD,M5,3229,32.46,-69.13,-90.67,-43.0512,-43.0512,-69.12,0.25,0.0357,0.071,3087.1
Stochastic,GBPUSD,M5,2943,37.1,-64.85,-87.87,-43.6856,-43.6856,-64.84,0.27,0.0363,0.078,3515.47
Parabolic_SAR,LTCUSD,M5,4098,30.23,-100.0,-100.0,-43.8944,-46.291,-100.0,0.23,0.22,0.477,0.18
Bollinger,EURJPY,M5,1942,13.49,-68.09,-90.03,-44.0844,-46.6426,-68.1,0.09,0.0405,0.0744,3190.71
Parabolic_SAR,EURUSD,M5,3228,32.81,-63.08,-86.61,-44.6598,-45.9937,-63.08,0.25,0.0309,0.0611,3691.73
MACD,GBPAUD,M5,3047,19.4,-85.58,-97.99,-45.1829,-47.1069,-85.58,0.09,0.027,0.0853,1441.75
MACD,CADJPY,M5,2954,16.72,-82.95,-97.18,-45.7855,-45.7855,-82.94,0.09,0.0267,0.0774,1705.34
Stochastic,NZDJPY,M5,2809,32.22,-83.62,-97.4,-46.704,-46.704,-83.62,0.16,0.0369,0.1126,1637.68
Parabolic_SAR,BTCUSD,M5,4189,24.02,-100.0,-100.0,-46.9412,-49.9066,-100.0,0.14,0.207,0.3939,0.28
Stochastic,BTCUSD,M5,3959,25.08,-100.0,-100.0,-47.1393,-48.4029,-100.0,0.12,0.2086,0.4216,0.28
Bollinger,CADJPY,M5,1990,17.84,-68.17,-90.07,-48.8373,-48.8373,-68.19,0.12,0.0388,0.0784,3183.29
MACD,GBPJPY,M5,2966,8.93,-90.98,-99.22,-49.0344,-49.0344,-90.97,0.03,0.0244,0.0915,901.97
Bollinger,GBPAUD,M5,1998,19.62,-68.67,-90.39,-49.0356,-49.0356,-68.67,0.14,0.0426,0.0827,3132.87
MACD,EURJPY,M5,3035,11.83,-84.98,-97.82,-50.245,-50.245,-84.98,0.05,0.0218,0.0738,1502.39
Bollinger,EURAUD,M5,2003,19.07,-69.83,-91.09,-50.4174,-50.4174,-69.85,0.13,0.0422,0.0839,3016.51
MACD,GBPCHF,M5,2989,12.48,-84.33,-97.62,-50.7639,-50.7639,-84.33,0.05,0.0214,0.0739,1567.26
Parabolic_SAR,AUDJPY,M5,3264,27.94,-86.77,-98.31,-50.909,-50.909,-86.76,0.18,0.0424,0.1023,1323.42
Bollinger,GBPJPY,M5,1947,9.71,-78.54,-95.52,-51.3948,-51.3948,-78.53,0.07,0.0501,0.0929,2145.61
Stochastic,EURJPY,M5,2764,15.7,-80.94,-96.48,-51.6102,-51.6102,-80.93,0.07,0.0239,0.0757,1905.63
Parabolic_SAR,NZDJPY,M5,3321,28.43,-87.61,-98.52,-52.0772,-52.0772,-87.61,0.15,0.0356,0.102,1238.65
Bollinger,GBPCHF,M5,1965,12.67,-68.58,-90.33,-52.1969,-52.1969,-68.56,0.1,0.0439,0.0738,3142.04
Stochastic,GBPAUD,M5,2716,23.49,-81.51,-96.68,-53.0408,-53.0408,-81.5,0.12,0.0289,0.0903,1848.76
Stochastic,CADJPY,M5,2872,19.81,-82.2,-96.93,-53.0762,-53.0762,-82.2,0.09,0.0258,0.0815,1779.52
MACD,EURCHF,M5,3066,5.22,-84.95,-97.81,-53.1817,-53.1817,-84.94,0.02,0.0204,0.0663,1505.3
MACD,EURGBP,M5,3131,4.06,-85.64,-98.01,-54.2064,-54.2064,-85.63,0.01,0.0138,0.0652,1435.7
Stochastic,EURAUD,M5,2760,23.15,-82.02,-96.87,-54.6134,-54.6134,-82.01,0.11,0.0292,0.0897,1797.91
Parabolic_SAR,EURAUD,M5,3369,20.15,-87.61,-98.52,-56.1989,-56.1989,-87.61,0.1,0.0281,0.0847,1239.04
Stochastic,GBPCHF,M5,2616,16.7,-78.76,-95.61,-57.6303,-57.6303,-78.75,0.07,0.0233,0.0758,2123.58
Parabolic_SAR,USDCAD,M5,3415,27.44,-65.8,-88.53,-57.6494,-57.6494,-65.79,0.18,0.0229,0.052,3419.63
Parabolic_SAR,CADJPY,M5,3276,17.31,-86.08,-98.13,-57.8586,-57.8586,-86.08,0.09,0.0257,0.0782,1391.94
Bollinger,EURGBP,M5,2003,6.54,-69.05,-90.62,-59.3343,-59.3343,-69.04,0.04,0.0297,0.0647,3095.43
Stochastic,GBPJPY,M5,2764,10.46,-89.58,-98.96,-61.2167,-61.2167,-89.57,0.04,0.027,0.0945,1041.84
Parabolic_SAR,GBPAUD,M5,3389,19.65,-88.11,-98.64,-62.0833,-62.0833,-88.11,0.09,0.0273,0.0849,1188.52
Parabolic_SAR,GBPCHF,M5,3306,13.22,-87.1,-98.4,-63.7181,-63.7181,-87.09,0.05,0.0222,0.0748,1290.03
Bollinger,EURCHF,M5,1982,8.12,-69.19,-90.7,-63.7399,-63.7399,-69.17,0.05,0.0378,0.068,3081.35
Stochastic,EURCHF,M5,2736,6.62,-81.06,-96.52,-64.2132,-64.2132,-81.05,0.02,0.0178,0.0664,1893.64
Stochastic,EURGBP,M5,2605,5.14,-79.4,-95.87,-64.7593,-64.7593,-79.38,0.01,0.0149,0.0647,2060.18
Parabolic_SAR,EURJPY,M5,3311,12.96,-87.04,-98.38,-71.1769,-71.1769,-87.03,0.05,0.022,0.0742,1296.04
Parabolic_SAR,GBPJPY,M5,3415,8.96,-93.8,-99.63,-72.1211,-72.1211,-93.79,0.03,0.0233,0.0918,620.18
Parabolic_SAR,EURCHF,M5,3192,5.48,-86.17,-98.15,-77.6559,-77.6559,-86.16,0.02,0.0168,0.0665,1383.34
Parabolic_SAR,EURGBP,M5,3271,4.25,-86.74,-98.3,-82.6565,-82.6565,-86.73,0.01,0.0138,0.0651,1326.14
